order_item_id,order_id,item_id,quantity,item_price
532,258,3196,2,375
533,2763,4499,1,483
534,240,811,4,262
535,3301,1059,4,223
536,3546,1261,4,267
537,2266,2547,3,450
538,2513,512,4,255
539,4291,1847,2,222
540,4452,4413,4,469
541,4661,4399,3,175
542,4404,1126,1,209
543,409,3661,3,308
544,521,4178,2,238
545,2533,658,2,583
546,3885,53,3,281
547,1877,4441,1,275
548,2742,1109,4,415
549,3533,987,2,332
550,651,4737,4,565
551,2845,211,1,102
552,2159,4960,2,368
553,2652,776,1,444
554,2268,915,1,235
555,1029,4279,3,595
556,1556,506,1,380
557,4765,3299,2,546
558,513,1858,3,244
559,1236,4189,2,386
560,119,4426,3,515
561,4481,2238,3,250
562,260,2914,1,490
563,1199,3002,1,340
564,2150,261,4,573
565,2433,710,2,199
566,960,1952,2,448
567,2949,2371,4,174
568,566,88,1,283
569,4103,3390,2,581
570,4964,3295,2,403
571,2380,2735,1,251
572,3451,2257,3,446
573,445,1073,1,273
574,3540,3608,4,408
575,2709,3922,2,186
576,2336,2970,3,359
577,1036,2311,4,160
578,3045,3278,1,158
579,1287,3753,3,239
580,1459,3569,2,588
581,2221,3970,3,248
582,1631,2718,2,246
583,4028,1489,1,312
584,3117,1659,3,110
585,2955,2068,3,217
586,4833,2616,3,129
587,4513,3018,2,394
588,264,1132,1,257
589,4200,2188,1,410
590,221,271,2,584
591,334,1597,3,581
592,4514,3527,2,264
593,1325,4380,2,381
594,2683,366,4,182
595,961,2532,1,336
596,1481,3,2,352
597,436,3052,3,359
598,2442,784,2,317
599,43,2212,2,422
600,966,4484,2,151
601,4107,1033,3,220
602,216,2060,4,555
603,3236,4170,2,131
604,4321,238,1,198
605,2706,3884,2,233
606,773,3180,4,597
607,1823,1986,2,310
608,4112,1463,1,175
609,3156,872,4,356
610,3281,1222,1,542
611,58,1667,1,343
612,4947,3437,1,365
613,3690,1657,4,149
614,4744,1132,4,257
615,1844,1972,1,492
616,461,811,1,262
617,3661,56,3,412
618,969,3524,4,445
619,3816,2663,2,461
620,2740,3280,4,202
621,290,1534,3,278
622,3286,4012,3,505
623,1121,934,1,515
624,733,663,4,302
625,3577,3846,2,260
626,3783,3024,4,557
627,4672,2678,3,272
628,4938,144,2,595
629,2792,3276,2,180
630,2039,4325,1,498
631,3519,240,4,588
632,3856,2005,4,239
633,4059,3770,4,363
634,4436,4247,2,188
635,3518,3397,3,295
636,2157,803,3,268
637,2878,353,1,309
638,1068,1975,3,517
639,4438,1134,4,118
640,3051,4562,1,126
641,3921,1064,3,176
642,1128,1396,3,351
643,4068,1549,1,485
644,991,1531,2,149
645,3487,53,1,281
646,4728,3152,2,336
647,1426,2787,4,265
648,1458,1145,2,271
649,3455,2113,1,581
650,1052,296,4,316
651,2588,2990,1,264
652,3258,4743,1,112
653,2243,1581,2,165
654,4868,2426,2,511
655,872,2628,2,495
656,128,4806,4,381
657,106,4163,2,593
658,1407,1594,4,438
659,3795,510,1,317
660,3421,1892,1,474
661,2362,1462,2,564
662,3595,2000,3,528
663,1001,1971,1,585
664,3432,1552,3,341
665,4480,3852,3,511
666,4113,102,3,104
667,1394,1461,2,183
668,1872,2847,4,108
669,1090,734,1,521
670,4982,3093,3,376
671,4167,2435,4,413
672,3133,533,2,260
673,4540,92,1,107
674,3017,1820,4,566
675,2531,1157,2,279
676,3316,4935,1,187
677,3893,505,1,232
678,2565,4937,2,240
679,1394,4783,3,550
680,3093,2196,1,151
681,2746,934,1,515
682,721,1256,3,245
683,4327,884,4,247
684,3598,3237,1,227
685,4960,4410,4,122
686,3766,2705,3,107
687,3150,4060,1,493
688,3881,4319,3,425
689,4659,4512,1,442
690,4865,2110,1,283
691,290,4720,1,597
692,4019,2424,3,174
693,395,2647,1,484
694,376,4501,4,409
695,4878,1279,2,361
696,2140,390,2,463
697,1975,1649,2,301
698,2459,766,4,298
699,4502,348,1,485
700,2680,3574,3,146
701,3610,1346,3,257
702,2201,3006,1,272
703,4397,2565,4,546
704,413,330,2,410
705,1379,3535,4,246
706,1094,3794,4,194
707,4687,974,3,480
708,711,1246,1,128
709,3451,2238,3,250
710,3487,2620,2,231
711,4893,205,2,535
712,3500,2260,3,483
713,3228,4185,1,155
714,1612,3003,1,205
715,731,363,4,229
716,610,3443,4,328
717,2341,332,3,157
718,1468,2969,2,223
719,1559,4804,1,100
720,2520,422,3,595
721,230,763,3,594
722,4453,2784,2,173
723,541,2758,4,517
724,2875,249,2,554
725,936,3547,4,386
726,3093,483,4,358
727,3647,3476,1,157
728,2693,3859,1,573
729,4623,3233,4,411
730,3070,2296,4,561
731,4719,4415,1,120
732,2899,3012,4,427
733,3408,700,4,401
734,4520,4627,4,561
735,1899,4092,2,111
736,4,3828,3,543
737,4565,1948,4,119
738,4760,3862,1,218
739,3626,1368,4,440
740,2935,123,4,170
741,4634,750,1,576
742,2408,4415,1,120
743,2568,1598,4,394
744,1097,586,3,583
745,1986,544,1,281
746,3150,2201,1,238
747,1358,2704,2,130
748,79,15,4,338
749,1575,1467,2,455
750,1606,3376,2,113
751,4252,245,3,488
752,4976,2615,4,402
753,2987,899,4,308
754,28,1479,2,426
755,1911,1383,1,295
756,4706,52,1,371
757,1353,2059,4,208
758,3735,4919,3,591
759,419,2275,3,107
760,4118,2162,4,330
761,261,3609,1,113
762,2108,604,3,529
763,2985,4044,4,599
764,4292,4689,4,497
765,905,3493,1,202
766,2227,2999,2,238
767,3854,3593,1,517
768,4421,1005,3,339
769,568,3129,2,500
770,779,3135,1,330
771,926,1812,3,344
772,3239,4821,3,318
773,3480,815,2,300
774,1616,532,1,274
775,1850,759,1,468
776,1944,6,3,311
777,2371,585,4,435
778,42,4715,4,411
779,3191,3677,2,114
780,4670,1535,1,363
781,1821,4893,4,232
782,441,1485,2,127
783,104,4452,3,288
784,569,2267,4,554
785,457,2415,1,285
786,311,4985,3,460
787,1908,561,1,426
788,1708,4460,3,107
789,3456,1414,1,210
790,1692,1319,2,277
791,4503,2553,1,481
792,2893,2861,1,256
793,581,1078,3,535
794,2016,2867,1,399
795,4056,1835,1,180
796,2645,2527,1,278
797,1861,722,3,495
798,3685,1245,4,524
799,3876,1346,4,257
800,3292,4677,4,104
801,3232,746,1,485
802,187,878,2,368
803,2944,134,2,533
804,4028,4814,3,599
805,1623,1048,4,210
806,2512,2425,1,298
807,2378,2700,3,256
808,1891,1463,1,175
809,4586,1348,3,571
810,280,1365,4,463
811,855,1232,1,271
812,398,4262,4,424
813,4524,3706,4,547
814,3504,4083,1,161
815,4471,1580,4,491
816,3872,3420,3,317
817,3796,2018,3,341
818,632,4018,3,359
819,3037,3038,4,245
820,4793,762,1,564
821,928,3973,4,200
822,2028,4745,4,369
823,1666,4647,3,400
824,78,599,1,489
825,4584,2203,2,456
826,3242,3744,2,441
827,1062,417,1,386
828,3362,3434,1,188
829,4267,3418,3,546
830,4738,2565,1,546
831,1700,1083,1,490
832,292,588,4,336
833,581,4868,4,324
834,4518,2808,2,178
835,4201,3659,3,585
836,880,2224,3,573
837,1483,4418,1,563
838,2296,2184,3,392
839,3445,2022,2,453
840,1130,4776,4,595
841,315,3614,2,446
842,609,2370,2,185
843,3926,1360,1,404
844,2993,781,4,146
845,2587,1537,1,303
846,2120,171,2,532
847,378,4225,2,494
848,134,2728,3,289
849,3246,4493,3,120
850,1817,2109,3,453
851,4489,1659,3,110
852,3136,1796,2,294
853,4511,2786,3,434
854,1137,397,4,378
855,1752,804,2,229
856,4962,3005,2,518
857,290,3770,4,363
858,1507,3290,1,366
859,1339,655,3,246
860,2892,1877,2,227
861,4974,268,4,509
862,1985,1093,1,254
863,752,1469,1,309
864,3590,1322,4,331
865,749,1498,2,156
866,365,4994,2,572
867,267,3080,3,328
868,4502,1755,3,130
869,3822,1509,4,250
870,4235,822,4,337
871,1189,3976,2,561
872,3178,2136,2,118
873,3221,1165,4,346
874,2831,2573,4,204
875,4967,4922,1,178
876,703,4671,1,190
877,1699,687,1,579
878,201,975,1,466
879,4714,3288,1,498
880,3799,506,4,380
881,2014,1771,3,426
882,4953,74,4,230
883,3542,4902,1,299
884,2010,581,4,505
885,3506,3141,2,290
886,3101,223,4,598
887,4160,4008,4,261
888,3738,897,3,204
889,1712,2434,1,150
890,4347,3953,1,584
891,1730,2170,4,208
892,3351,733,4,494
893,4135,1465,1,354
894,69,823,2,219
895,4373,457,1,128
896,3192,2212,2,422
897,1110,3335,4,365
898,3019,2140,4,156
899,2654,3850,2,386
900,341,2384,1,384
901,421,4682,4,269
902,2276,314,1,373
903,1919,2650,4,547
904,473,1890,3,197
905,2136,3880,3,319
906,3422,1490,3,120
907,4963,1665,2,591
908,3029,2609,1,299
909,2088,2533,3,403
910,3359,656,2,124
911,256,3719,3,399
912,3870,3983,4,515
913,1444,2675,3,100
914,539,4016,1,116
915,3388,201,1,113
916,1824,4530,2,257
917,858,138,1,542
918,132,3064,3,327
919,2916,1076,4,152
920,4837,1749,4,348
921,2587,1476,2,220
922,3375,4958,4,487
923,2032,3414,2,585
924,1926,3905,2,317
925,2002,4232,2,232
926,4378,3147,1,106
927,2328,449,3,352
928,3572,69,1,354
929,3372,4909,4,563
930,3982,3633,1,550
931,666,1191,2,311
932,1647,1741,1,169
933,4567,3733,1,107
934,4508,2020,4,369
935,4609,3193,3,479
936,1164,3893,2,186
937,2926,97,1,315
938,4515,4473,4,490
939,3999,1515,4,451
940,825,1077,2,595
941,733,9,4,350
942,4487,3053,3,375
943,1588,251,4,234
944,3665,360,1,400
945,4757,2397,3,582
946,27,124,3,274
947,2671,4730,4,188
948,884,4295,2,491
949,127,829,2,349
950,1480,1435,2,494
951,2329,2078,1,568
952,319,1116,4,462
953,2489,596,2,347
954,341,3087,1,435
955,4790,2703,3,375
956,4215,2508,2,358
957,4874,1745,3,294
958,4096,23,2,273
959,4481,326,4,508
960,1606,4973,3,544
961,4182,263,4,360
962,2409,3501,1,530
963,3054,1586,3,345
964,2840,433,1,285
965,1109,560,2,537
966,4455,2556,2,403
967,3205,4145,2,145
968,3213,1703,1,116
969,4543,2489,2,488
970,1926,4690,4,432
971,1079,4324,1,137
972,4401,214,1,565
973,1977,1666,3,324
974,2819,2656,2,192
975,4630,3479,3,449
976,2083,3816,1,441
977,3561,2798,3,134
978,2730,1042,4,570
979,1164,4563,2,264
980,1015,2392,1,322
981,4737,2372,3,547
982,3445,1084,2,308
983,759,4958,4,487
984,3095,2726,2,408
985,4380,1951,3,191
986,113,848,4,260
987,2421,4672,1,438
988,4293,545,4,135
989,4989,4154,2,247
990,822,3890,1,520
991,3640,2112,2,404
992,2446,4995,1,419
993,2200,2173,4,191
994,4287,2109,1,453
995,1820,380,2,117
996,277,1162,3,192
997,1267,66,3,102
998,276,798,3,589
999,2912,1817,1,275
1000,1331,632,3,134
1001,1894,1368,3,440
1002,2344,3776,2,111
1003,3306,3259,4,320
1004,2389,227,1,245
1005,593,192,3,411
1006,4979,2800,2,330
1007,1388,1150,1,109
1008,3996,3004,2,485
1009,1535,3546,4,389
1010,4110,4195,3,391
1011,1064,4440,1,336
1012,3106,20,1,544
1013,3905,3701,3,392
1014,3306,2407,2,455
1015,1904,433,4,285
1016,3362,1000,1,582
1017,855,2659,1,172
1018,3505,2535,4,324
1019,2896,3963,1,181
1020,4051,4426,4,515
1021,3813,1691,3,263
1022,1916,335,4,578
1023,2999,2554,4,531
1024,1342,2511,2,379
1025,2688,2051,4,533
1026,1862,2717,3,136
1027,2456,2223,1,568
1028,3793,1872,2,139
1029,2864,1605,4,529
1030,3152,1557,2,259
1031,3879,2346,3,110
1032,3063,2166,3,192
1033,1309,789,1,438
1034,1702,642,3,503
1035,4414,4302,3,442
1036,4506,3107,4,352
1037,3214,1452,3,206
1038,2019,2990,3,264
1039,247,4919,3,591
1040,2225,2305,1,269
1041,2859,2230,4,500
1042,1368,4304,4,520
1043,4360,879,2,592
1044,4264,3713,3,421
1045,703,2390,2,420
1046,1924,1613,2,562
1047,1551,4474,3,196
1048,1334,4507,4,362
1049,1799,4479,3,360
1050,3456,3465,2,274
1051,3366,571,1,104
1052,664,1175,2,353
1053,2628,280,4,180
1054,2085,2671,1,380
1055,2936,2553,2,481
1056,4643,2154,3,190
1057,4742,4110,4,150
1058,4974,2053,1,167
1059,4769,3067,4,523
1060,4468,3711,2,597
1061,4832,858,4,150
1062,2150,3801,1,313
1063,3427,4562,3,126
1064,480,4842,1,553
1065,2958,1857,4,195
1066,3731,4228,3,127
1067,1351,777,3,337
1068,4013,3763,4,403
1069,700,2464,1,233
1070,2648,4440,3,336
1071,1722,3449,3,453
1072,3160,1556,4,495
1073,334,3368,3,488
1074,664,578,1,414
1075,779,4441,3,275
1076,1224,2523,2,437
1077,3455,4621,3,551
1078,3500,46,2,149
1079,2498,1935,1,267
1080,941,981,2,547
1081,2634,3295,3,403
1082,1017,2071,3,439
1083,4601,2115,4,212
1084,4534,626,4,124
1085,3722,3555,3,451
1086,6,3650,3,428
1087,2267,3725,3,166
1088,3988,258,3,332
1089,3793,4044,1,599
1090,513,2011,3,487
1091,4965,2594,2,503
1092,3261,253,4,572
1093,975,1213,2,233
1094,2817,2125,2,138
1095,977,725,1,459
1096,2734,2417,2,385
1097,621,4664,2,277
1098,4651,2672,2,376
1099,4646,1178,4,371
1100,3842,2203,1,456
1101,594,2842,2,250
1102,1420,271,2,584
1103,1943,562,1,145
1104,623,3140,3,498
1105,3849,2180,2,194
1106,4530,1694,4,412
1107,3920,845,4,434
1108,318,3754,3,473
1109,2583,3854,2,156
1110,1525,4316,1,305
1111,893,3624,3,270
1112,628,4995,4,419
1113,4254,1103,4,568
1114,3022,751,1,283
1115,1455,2368,3,496
1116,2772,4414,1,451
1117,553,1773,3,212
1118,3591,4684,3,343
1119,4958,2087,3,569
1120,2506,3271,2,380
1121,2086,4201,4,512
1122,676,3866,4,171
1123,1594,507,4,578
1124,4398,4666,3,594
1125,2683,329,3,193
1126,3779,1715,2,187
1127,3265,222,4,215
1128,1938,2704,4,130
1129,4994,3888,2,486
1130,616,4247,4,188
1131,4228,2771,1,373
1132,1632,3940,1,222
1133,945,979,2,516
1134,4981,3094,4,433
1135,3477,2925,2,418
1136,471,621,2,476
1137,1956,3466,2,471
1138,2397,1632,4,298
1139,3907,3407,2,522
1140,2091,1838,4,534
1141,2824,4936,1,436
1142,2530,1561,2,445
1143,4174,44,2,313
1144,1060,4693,4,150
1145,647,4118,1,155
1146,1354,4322,4,217
1147,2700,4645,3,422
1148,764,4470,4,388
1149,4072,1028,1,207
1150,2327,1986,1,310
1151,459,1727,2,572
1152,692,833,4,515
1153,2573,3394,4,167
1154,2540,2587,3,243
1155,4170,4468,1,380
1156,819,1389,4,468
1157,4251,913,3,541
1158,519,1093,4,254
1159,4471,1270,1,197
1160,3992,758,2,187
1161,343,1789,4,238
1162,4644,2834,1,574
1163,2794,3763,1,403
1164,3175,3062,1,179
1165,4532,2088,3,292
1166,444,3111,3,564
1167,4575,2793,2,433
1168,3705,4662,4,553
1169,1901,3244,3,405
1170,1518,4398,3,398
1171,4133,1725,3,433
1172,1557,934,4,515
1173,98,555,2,593
1174,2862,4,2,595
1175,1045,1285,2,204
1176,468,4069,4,235
1177,354,4977,4,374
1178,72,3621,2,201
1179,1376,4506,1,522
1180,1076,88,4,283
1181,1246,4195,4,391
1182,1024,1641,2,318
1183,1821,217,2,379
1184,990,191,1,267
1185,4556,1734,1,139
1186,2549,4713,3,242
1187,4813,1206,3,212
1188,4463,2643,2,556
1189,3722,3231,3,416
1190,3108,3307,4,114
