item_id,restaurant_id,item_name,category,price
181,4089,Three,Non-Veg,165
182,1433,Painting,Veg,226
183,3141,Under,Non-Veg,304
184,1797,Reach,Veg,397
185,4723,Me,Veg,216
186,2056,Born,Non-Veg,535
187,3337,Sure,Veg,366
188,783,Turn,Non-Veg,381
189,1508,Night,Non-Veg,248
190,4871,Five,Non-Veg,293
191,3855,Force,Non-Veg,267
192,677,Modern,Veg,411
193,1831,Agent,Non-Veg,473
194,4091,Wait,Veg,278
195,4307,Before,Veg,247
196,1361,Development,Non-Veg,564
197,4586,Keep,Non-Veg,563
198,2687,Impact,Veg,156
199,191,Daughter,Non-Veg,589
200,843,Major,Veg,104
201,335,At,Non-Veg,113
202,1111,Ability,Veg,379
203,579,Discuss,Veg,598
204,62,Discussion,Non-Veg,423
205,387,Store,Veg,535
206,1170,Leader,Veg,403
207,2201,Happen,Non-Veg,315
208,4715,Food,Non-Veg,274
209,1684,Type,Non-Veg,415
210,487,Until,Non-Veg,556
211,3733,Actually,Non-Veg,102
212,541,History,Veg,474
213,2061,Social,Veg,236
214,4247,Approach,Non-Veg,565
215,1239,Impact,Veg,199
216,991,Industry,Veg,182
217,4468,Behavior,Veg,379
218,2300,Management,Veg,231
219,3908,Article,Veg,492
220,4289,Increase,Non-Veg,580
221,1081,Center,Non-Veg,100
222,198,Short,Veg,215
223,2195,Base,Veg,598
224,1599,Just,Non-Veg,518
225,1601,West,Non-Veg,301
226,3693,Without,Non-Veg,239
227,3866,Work,Non-Veg,245
228,684,Participant,Veg,561
229,3084,Case,Non-Veg,365
230,3990,Edge,Non-Veg,301
231,333,Challenge,Veg,501
232,1772,Population,Non-Veg,251
233,4201,Line,Non-Veg,484
234,2722,Each,Non-Veg,321
235,807,Look,Non-Veg,178
236,1065,Produce,Non-Veg,299
237,889,Nature,Veg,349
238,2924,Include,Veg,198
239,321,Someone,Veg,565
240,3958,Our,Veg,588
241,2383,Bed,Veg,499
242,3232,Evening,Non-Veg,312
243,2312,Join,Non-Veg,242
244,3602,Record,Non-Veg,289
245,1501,Cold,Non-Veg,488
246,1569,Couple,Non-Veg,400
247,3282,None,Non-Veg,473
248,1520,Prove,Non-Veg,151
249,1919,Similar,Non-Veg,554
250,4090,Group,Non-Veg,211
251,1866,South,Non-Veg,234
252,1406,None,Non-Veg,510
253,2724,Young,Non-Veg,572
254,5,Clearly,Non-Veg,569
255,1169,Common,Veg,211
256,2399,Same,Non-Veg,112
257,2631,Natural,Veg,372
258,348,Than,Non-Veg,332
259,4221,From,Non-Veg,143
260,1814,Compare,Non-Veg,496
261,3343,Radio,Veg,573
262,2575,Share,Veg,172
263,3826,Economic,Non-Veg,360
264,4594,Consider,Non-Veg,330
265,53,Government,Non-Veg,132
266,149,To,Non-Veg,487
267,503,Yes,Veg,575
268,870,Claim,Veg,509
269,3522,Next,Non-Veg,167
270,4315,Surface,Veg,115
271,3872,World,Veg,584
272,1301,Data,Non-Veg,249
273,2500,Require,Non-Veg,391
274,4034,Loss,Non-Veg,201
275,3290,Purpose,Veg,285
276,4834,Consumer,Non-Veg,538
277,3854,Above,Veg,518
278,2452,Most,Non-Veg,124
279,4386,Have,Non-Veg,171
280,339,Career,Veg,180
281,2825,Summer,Veg,160
282,1694,Common,Veg,117
283,987,Street,Veg,341
284,3491,Over,Veg,157
285,2734,Decision,Veg,431
286,3768,Food,Non-Veg,476
287,4077,Someone,Veg,156
288,2007,Single,Veg,196
289,3108,Student,Non-Veg,314
290,4469,Thought,Veg,418
291,3331,Oil,Veg,111
292,3042,Ability,Non-Veg,110
293,531,Develop,Non-Veg,496
294,924,Realize,Non-Veg,262
295,4119,Sometimes,Veg,382
296,241,Certain,Non-Veg,316
297,1897,College,Veg,459
298,3325,Together,Non-Veg,422
299,814,Their,Veg,340
300,4751,Certain,Non-Veg,444
301,783,Recently,Non-Veg,144
302,4056,Power,Non-Veg,557
303,8,Yard,Veg,180
304,3774,Young,Veg,354
305,4671,Century,Non-Veg,166
306,3140,Out,Non-Veg,592
307,3790,Investment,Non-Veg,505
308,4052,Future,Non-Veg,201
309,518,Quickly,Veg,561
310,3191,Hard,Non-Veg,190
311,3103,Participant,Non-Veg,141
312,4579,Moment,Veg,375
313,2717,Do,Veg,403
314,579,Anyone,Non-Veg,373
315,4483,Sound,Non-Veg,483
316,4508,Join,Veg,176
317,1866,Bed,Veg,333
318,1377,Its,Non-Veg,553
319,2939,Number,Veg,301
320,906,Have,Veg,584
321,965,Agree,Non-Veg,320
322,1977,Manager,Non-Veg,361
323,4760,Tax,Veg,138
324,4921,Stand,Non-Veg,110
325,1888,Describe,Non-Veg,211
326,2448,City,Non-Veg,508
327,992,Remain,Non-Veg,207
328,3557,Head,Non-Veg,591
329,3960,Support,Veg,193
330,3605,Beat,Veg,410
331,1084,Remember,Non-Veg,183
332,435,Item,Non-Veg,157
333,21,Name,Non-Veg,392
334,2923,Why,Veg,115
335,1926,Return,Veg,578
336,1473,Them,Veg,576
337,1100,Money,Veg,425
338,2638,Environmental,Non-Veg,192
339,390,She,Non-Veg,579
340,3414,Might,Veg,556
341,2616,Bad,Veg,264
342,1355,Should,Non-Veg,536
343,4522,Allow,Non-Veg,314
344,6,Treatment,Non-Veg,243
345,191,American,Non-Veg,373
346,148,Garden,Non-Veg,502
347,4501,To,Veg,527
348,4354,Remain,Non-Veg,485
349,3551,Site,Veg,541
350,4920,Ability,Veg,237
351,4106,Federal,Non-Veg,303
352,1111,Book,Veg,401
353,3834,Win,Veg,309
354,4934,Design,Non-Veg,118
355,625,Woman,Veg,393
356,4126,Head,Non-Veg,392
357,2176,North,Non-Veg,574
358,3150,Floor,Veg,467
359,1079,Skill,Non-Veg,561
360,3552,That,Non-Veg,400
361,2353,Seek,Veg,472
362,546,Thus,Non-Veg,261
363,1196,Trial,Veg,229
364,2070,Themselves,Veg,143
365,3359,Area,Non-Veg,452
366,2439,Daughter,Veg,182
367,617,Activity,Non-Veg,479
368,4245,Study,Veg,223
369,3344,Start,Non-Veg,126
370,1812,Dark,Non-Veg,403
371,172,Sign,Veg,449
372,4143,Time,Veg,106
373,626,Computer,Non-Veg,510
374,4064,Leg,Non-Veg,440
375,2255,Nature,Veg,298
376,453,Investment,Non-Veg,211
377,1419,Cause,Non-Veg,188
378,754,Clearly,Veg,227
379,3373,Expert,Veg,329
380,2724,True,Non-Veg,117
381,3011,Real,Veg,388
382,2912,Yard,Veg,260
383,1226,Campaign,Non-Veg,451
384,168,Last,Veg,477
385,3686,Could,Veg,380
386,86,Ahead,Non-Veg,497
387,1678,Top,Veg,521
388,1983,Approach,Non-Veg,265
389,4945,Probably,Veg,359
390,1487,Long,Veg,463
391,442,Least,Non-Veg,289
392,271,Foot,Veg,437
393,344,Social,Veg,365
394,1207,Around,Veg,390
395,3082,On,Veg,454
396,1258,Me,Veg,459
397,2292,Simple,Veg,378
398,1533,Discussion,Non-Veg,316
399,3423,Lay,Veg,420
400,4363,Inside,Veg,437
401,1654,Keep,Non-Veg,306
402,4989,Give,Non-Veg,252
403,239,Officer,Non-Veg,579
404,915,National,Veg,280
405,1439,Start,Non-Veg,311
406,3017,Summer,Non-Veg,372
407,1461,Also,Veg,540
408,3080,Majority,Non-Veg,302
409,2259,Stock,Veg,304
410,367,During,Veg,572
411,2992,Participant,Veg,503
412,3742,Culture,Veg,483
413,86,Water,Veg,252
414,2494,Purpose,Non-Veg,269
415,4716,Draw,Veg,528
416,132,Story,Non-Veg,340
417,904,Player,Veg,386
418,3457,Since,Non-Veg,344
419,1222,Upon,Veg,420
420,1764,Behavior,Veg,535
421,2805,Story,Veg,179
422,1227,Fish,Non-Veg,595
423,1285,Research,Non-Veg,191
424,690,Chair,Non-Veg,248
425,4783,Enough,Veg,129
426,4882,Trade,Veg,222
427,4436,Create,Non-Veg,486
428,4508,Blue,Veg,581
429,1997,Matter,Non-Veg,425
430,4382,Camera,Veg,526
431,1110,Center,Non-Veg,128
432,4946,But,Non-Veg,358
433,430,Trip,Veg,285
434,4127,Father,Non-Veg,516
435,3782,Campaign,Veg,174
436,603,Health,Veg,144
437,440,Poor,Veg,168
438,985,True,Non-Veg,597
439,1919,Eight,Non-Veg,515
440,4508,Professional,Non-Veg,466
441,528,Fire,Veg,309
442,4406,Notice,Veg,338
443,2997,So,Non-Veg,439
444,3468,Stuff,Veg,407
445,1362,Power,Veg,291
446,704,Maybe,Non-Veg,471
447,663,Go,Non-Veg,202
448,365,Outside,Veg,340
449,923,Notice,Veg,352
450,3857,Blood,Non-Veg,523
451,176,Improve,Non-Veg,319
452,936,While,Veg,496
453,382,Detail,Veg,573
454,306,Relate,Veg,435
455,4698,Memory,Non-Veg,316
456,2391,Resource,Veg,301
457,2204,Upon,Veg,128
458,4808,Main,Veg,593
459,1466,Physical,Veg,546
460,3272,Price,Veg,585
461,403,Direction,Veg,311
462,4710,Cell,Non-Veg,253
463,2671,Lay,Non-Veg,579
464,1802,Per,Non-Veg,330
465,2651,From,Veg,201
466,177,Before,Non-Veg,414
467,4545,General,Veg,276
468,743,Nothing,Veg,280
469,2349,Detail,Veg,571
470,4403,His,Veg,514
471,751,Good,Veg,331
472,869,Page,Non-Veg,111
473,4063,Individual,Non-Veg,285
474,3968,West,Non-Veg,348
475,214,Process,Veg,519
476,1618,Bag,Non-Veg,365
477,2531,Pick,Veg,489
478,3334,Customer,Non-Veg,234
479,1598,Together,Non-Veg,344
480,512,Behind,Non-Veg,130
481,253,Message,Non-Veg,446
482,4134,Yeah,Non-Veg,555
483,629,Structure,Non-Veg,358
484,3477,On,Veg,203
485,987,Enough,Veg,530
486,1726,Play,Veg,481
487,2094,Meeting,Veg,568
488,1702,Ever,Veg,100
489,305,Happen,Non-Veg,528
490,4079,Our,Veg,537
491,2281,Tree,Veg,533
492,4341,Past,Veg,306
493,2808,Herself,Veg,234
494,2887,Any,Veg,546
495,3455,Notice,Veg,370
496,1025,Field,Veg,188
497,4313,See,Veg,294
498,2976,Nearly,Veg,513
499,507,Approach,Non-Veg,221
500,4857,Weight,Veg,561
501,2952,Soon,Veg,215
502,1054,Unit,Non-Veg,295
503,2675,Tough,Non-Veg,135
504,2568,Require,Veg,166
505,1905,Include,Veg,232
506,4371,According,Veg,380
507,4588,Continue,Non-Veg,578
508,4923,Do,Veg,110
509,2895,Attack,Non-Veg,555
510,1101,Tonight,Non-Veg,317
511,3662,Evidence,Non-Veg,421
512,1637,Kind,Non-Veg,255
513,1456,Production,Non-Veg,339
514,3614,Family,Veg,159
515,39,Answer,Veg,237
516,3085,Weight,Non-Veg,149
517,4240,Time,Non-Veg,266
518,2732,Draw,Non-Veg,264
519,2416,Woman,Non-Veg,418
520,759,Create,Veg,288
521,4343,People,Non-Veg,586
522,3117,Character,Non-Veg,568
523,765,Bed,Veg,191
524,2423,Character,Veg,393
525,1315,Kitchen,Veg,475
526,4303,Ball,Veg,388
527,3996,Up,Non-Veg,174
528,4030,Most,Non-Veg,144
529,3694,Suddenly,Non-Veg,527
530,3186,Military,Non-Veg,484
531,2867,Wife,Non-Veg,152
532,1318,Cup,Non-Veg,274
533,701,Store,Non-Veg,260
534,4384,Happen,Non-Veg,166
535,2202,Identify,Non-Veg,573
536,1594,Mind,Veg,498
537,3988,Pay,Non-Veg,460
538,4946,Land,Veg,369
539,4146,Will,Veg,506
540,1231,Summer,Veg,223
541,2613,Could,Veg,281
542,3138,Study,Non-Veg,475
543,1909,Newspaper,Veg,491
544,1791,Affect,Veg,281
545,2929,Product,Non-Veg,135
546,1089,Capital,Veg,311
547,2382,Hard,Non-Veg,483
548,4128,Event,Non-Veg,535
549,4964,Animal,Non-Veg,233
550,2946,Nature,Non-Veg,452
551,3570,Land,Veg,511
552,1166,Risk,Non-Veg,277
553,601,Year,Veg,265
554,2026,Condition,Veg,513
555,1585,Hard,Non-Veg,593
556,988,Few,Veg,590
557,1966,Citizen,Non-Veg,436
558,1440,Much,Veg,428
559,4616,Personal,Veg,575
560,869,Writer,Veg,537
561,2064,Possible,Veg,426
562,1130,Event,Non-Veg,145
563,4379,Development,Non-Veg,255
564,4457,Nature,Veg,500
565,3730,Recognize,Veg,587
566,1935,Ever,Veg,531
567,1077,Into,Veg,527
568,1640,Magazine,Non-Veg,335
569,1393,Charge,Veg,415
570,31,Toward,Veg,159
571,704,Card,Veg,104
572,869,Career,Non-Veg,552
573,233,Other,Veg,561
574,951,Heavy,Non-Veg,553
575,59,Social,Non-Veg,490
576,2819,Me,Veg,280
577,3601,Finish,Veg,244
578,3150,Particular,Veg,414
579,302,Before,Non-Veg,364
580,2851,As,Non-Veg,322
581,2945,Over,Veg,505
582,1924,Best,Non-Veg,400
583,317,Act,Veg,556
584,1889,Possible,Veg,542
585,2716,Room,Veg,435
586,4786,Action,Veg,583
587,1882,Movie,Veg,581
588,3899,Table,Veg,336
589,4114,Rich,Non-Veg,112
590,1179,Nature,Non-Veg,438
591,3856,Early,Non-Veg,367
592,4874,Budget,Veg,519
593,4456,Stuff,Veg,365
594,332,Later,Veg,115
595,528,Than,Non-Veg,191
596,2060,Yet,Veg,347
597,1099,Bank,Non-Veg,118
598,212,Suggest,Veg,459
599,1715,Hospital,Non-Veg,489
600,2689,Myself,Veg,487
601,2331,Should,Veg,513
602,3267,Value,Non-Veg,202
603,1033,Trade,Non-Veg,194
604,1333,Article,Non-Veg,529
605,1841,Culture,Veg,382
606,4687,Develop,Non-Veg,528
607,2139,Early,Non-Veg,312
608,4552,Night,Veg,136
609,4092,Yeah,Veg,492
610,444,Board,Non-Veg,160
611,4175,Property,Veg,390
612,1499,Particularly,Non-Veg,461
613,927,Discuss,Non-Veg,402
614,623,Police,Non-Veg,343
615,1480,Pattern,Veg,504
616,3038,Year,Non-Veg,500
617,3386,Industry,Non-Veg,410
618,3319,Per,Veg,443
619,234,You,Non-Veg,450
620,1618,Sport,Non-Veg,105
621,2692,Service,Non-Veg,476
622,2031,Bed,Veg,518
623,387,War,Non-Veg,405
624,1635,Over,Veg,264
625,4134,Where,Veg,112
626,1185,Nearly,Non-Veg,124
627,1968,Business,Non-Veg,323
628,241,Special,Veg,222
629,562,Lead,Non-Veg,228
630,2000,Amount,Non-Veg,404
631,4902,Whether,Veg,221
632,1930,Decade,Non-Veg,134
633,4901,Past,Non-Veg,182
634,2780,Concern,Veg,408
635,1676,Trip,Non-Veg,535
636,2516,We,Veg,281
637,1678,News,Veg,175
638,4142,Discover,Non-Veg,203
639,3747,Produce,Veg,331
640,3357,Staff,Non-Veg,402
641,1652,New,Non-Veg,142
642,4178,Produce,Veg,503
643,3842,Read,Veg,516
644,2442,Action,Veg,192
645,4886,Few,Veg,243
646,595,Type,Veg,353
647,2613,No,Veg,177
648,4097,Action,Non-Veg,362
649,1497,Bit,Non-Veg,169
650,3556,Determine,Veg,248
651,4862,Itself,Non-Veg,391
652,4767,Star,Veg,313
653,3359,Special,Veg,459
654,1602,Girl,Non-Veg,409
655,915,Along,Non-Veg,246
656,1845,Turn,Veg,124
657,1996,Fast,Veg,422
658,95,Camera,Veg,583
659,493,Whole,Non-Veg,208
660,3070,Police,Veg,280
661,150,Bag,Veg,350
662,1047,Improve,Non-Veg,581
663,2804,Night,Non-Veg,302
664,399,Church,Non-Veg,403
665,4951,Successful,Veg,269
666,4477,Discussion,Veg,274
667,552,Treat,Non-Veg,446
668,295,No,Veg,269
669,1144,Light,Veg,101
670,456,Marriage,Non-Veg,233
671,1554,Fear,Non-Veg,226
672,169,Political,Veg,145
673,4806,Land,Non-Veg,293
674,1947,Effect,Non-Veg,461
675,254,Week,Veg,308
676,2377,Nature,Veg,395
677,1321,Nature,Veg,157
678,2884,Guy,Veg,595
679,3608,Character,Veg,177
680,2126,Plan,Veg,301
681,3497,Style,Non-Veg,592
682,2241,Be,Non-Veg,388
683,401,Fund,Non-Veg,589
684,2157,Will,Veg,161
685,2377,Appear,Veg,367
686,363,Education,Veg,225
687,3939,On,Veg,579
688,3852,Than,Veg,148
689,3413,Building,Non-Veg,187
690,2307,Give,Veg,433
691,85,Without,Non-Veg,360
692,1825,Power,Veg,278
693,3886,Several,Non-Veg,168
694,308,Gas,Non-Veg,466
695,4358,Key,Non-Veg,515
696,1922,Adult,Non-Veg,592
697,631,Where,Non-Veg,532
698,4776,Pay,Non-Veg,580
699,4961,I,Non-Veg,159
700,2372,Room,Veg,401
701,3301,Number,Veg,551
702,3668,Own,Non-Veg,348
703,727,By,Veg,577
704,1649,Computer,Veg,268
705,4313,Office,Non-Veg,564
706,1270,Billion,Veg,550
707,4544,Power,Non-Veg,368
708,319,Bag,Veg,463
709,3476,Call,Non-Veg,211
710,2779,My,Veg,199
711,3059,Listen,Non-Veg,501
712,4135,Summer,Veg,314
713,1603,Stock,Veg,582
714,2257,Plant,Veg,212
715,830,Arm,Non-Veg,196
716,856,Item,Non-Veg,406
717,2649,Recognize,Veg,217
718,1859,Shoulder,Veg,135
719,1103,Professor,Non-Veg,436
720,2482,Especially,Veg,458
721,1821,Bed,Veg,389
722,4938,Field,Non-Veg,495
723,2080,My,Non-Veg,488
724,3159,Out,Veg,403
725,2441,Item,Non-Veg,459
726,3685,Article,Veg,446
727,1256,Edge,Veg,223
728,2958,Dark,Non-Veg,139
729,3652,Research,Veg,240
730,2240,Hold,Non-Veg,125
731,1940,Manage,Non-Veg,241
732,270,Husband,Veg,451
733,4831,Method,Non-Veg,494
734,4065,Late,Veg,521
735,4980,Price,Non-Veg,435
736,3776,Another,Veg,156
737,1113,Person,Non-Veg,249
738,649,Also,Veg,466
739,1180,Better,Veg,499
740,2143,Pm,Non-Veg,304
741,17,Finish,Veg,175
742,117,Pretty,Veg,565
743,1546,About,Veg,384
744,3152,We,Veg,309
745,2694,Great,Veg,593
746,4090,Among,Veg,485
747,1277,Stay,Non-Veg,537
748,3241,Ok,Non-Veg,357
749,4943,Drive,Non-Veg,358
750,3789,Accept,Non-Veg,576
751,372,Born,Veg,283
752,2808,Forward,Veg,427
753,156,Individual,Non-Veg,110
754,2662,Her,Veg,559
755,465,Land,Non-Veg,259
756,4879,Mother,Veg,359
757,4900,Whom,Veg,492
758,4316,Best,Non-Veg,187
759,1774,Run,Veg,468
760,117,Key,Non-Veg,283
761,2104,Fund,Non-Veg,115
762,1375,Reduce,Non-Veg,564
763,3204,State,Veg,594
764,4404,Before,Veg,343
765,3547,Sort,Non-Veg,185
766,3978,Crime,Veg,298
767,4318,Today,Non-Veg,109
768,1197,Half,Non-Veg,576
769,3412,Republican,Veg,263
770,797,Simply,Non-Veg,123
771,3893,Person,Veg,163
772,151,Eat,Veg,411
773,3250,Arrive,Veg,337
774,112,Majority,Non-Veg,561
775,683,Including,Non-Veg,561
776,1162,Foot,Veg,444
777,2380,Pm,Veg,337
778,4989,Own,Non-Veg,121
779,161,Adult,Veg,279
780,1426,They,Veg,405
781,3662,Central,Non-Veg,146
782,278,End,Non-Veg,378
783,3392,Perhaps,Non-Veg,323
784,1557,Themselves,Veg,317
785,4593,Almost,Non-Veg,598
786,1916,Nature,Non-Veg,574
787,4751,Standard,Non-Veg,336
788,3108,Grow,Non-Veg,303
789,303,Democratic,Non-Veg,438
790,4534,Opportunity,Non-Veg,118
791,2774,Like,Non-Veg,279
792,4282,Capital,Veg,261
793,3246,Morning,Non-Veg,579
794,4769,Crime,Veg,384
795,1001,Space,Veg,160
796,3835,Task,Non-Veg,184
797,4007,Discover,Veg,134
798,4779,Others,Non-Veg,589
799,1719,Really,Veg,104
800,3831,Real,Non-Veg,175
801,3182,Cup,Veg,352
802,2883,Thus,Non-Veg,106
803,999,Clear,Non-Veg,268
804,285,Painting,Veg,229
805,421,Room,Veg,572
806,2161,Owner,Non-Veg,237
807,3066,Training,Veg,457
808,2276,Agency,Non-Veg,399
809,1495,Such,Veg,425
810,3885,Day,Non-Veg,190
811,4624,Bar,Veg,262
812,2544,Right,Non-Veg,417
813,4127,He,Veg,557
814,4258,Food,Non-Veg,352
815,1842,Admit,Veg,300
816,4801,Modern,Non-Veg,119
817,722,Test,Veg,328
818,1402,Author,Veg,262
819,446,Will,Non-Veg,264
820,2792,Continue,Veg,331
821,4523,Employee,Veg,427
822,3768,Reveal,Non-Veg,337
823,2552,Book,Non-Veg,219
824,1968,Exist,Non-Veg,537
825,3889,Air,Non-Veg,450
826,4817,Music,Veg,482
827,2732,Inside,Veg,468
828,2630,Reduce,Veg,206
829,1965,Officer,Non-Veg,349
830,1058,Expect,Veg,435
831,4832,Kind,Veg,383
832,758,Office,Non-Veg,297
833,1796,Thing,Veg,515
834,1644,Tv,Veg,319
835,4850,Another,Non-Veg,494
836,24,Point,Veg,525
837,1240,Lead,Non-Veg,250
838,4151,Environmental,Non-Veg,385
839,3098,Plan,Veg,364
840,1305,Whatever,Veg,319
841,2543,End,Veg,315
842,3713,Indicate,Non-Veg,414
843,3956,Sing,Non-Veg,255
844,4530,Relationship,Veg,315
845,4304,Send,Veg,434
846,4229,Animal,Non-Veg,458
847,1306,Project,Veg,213
848,4465,Not,Veg,260
849,3175,Go,Non-Veg,402
850,3629,Difficult,Veg,197
851,782,Leader,Veg,505
852,567,Board,Veg,256
853,4623,Little,Veg,261
854,4133,Sit,Non-Veg,141
855,4274,Candidate,Non-Veg,279
856,639,Economic,Non-Veg,402
857,3701,Recognize,Non-Veg,429
858,4168,Center,Veg,150
859,2400,Exist,Veg,351
860,2671,Apply,Veg,528
861,1173,Music,Veg,449
862,1721,Police,Non-Veg,219
863,105,Sound,Veg,174
864,1683,Give,Veg,261
865,4317,Whether,Non-Veg,248
866,1850,Enter,Non-Veg,222
867,863,Option,Non-Veg,240
868,3446,Tax,Veg,281
869,2566,Forward,Non-Veg,508
870,299,Establish,Veg,477
871,2909,Reality,Veg,376
872,4138,Seem,Non-Veg,356
873,771,White,Non-Veg,541
874,2540,Practice,Non-Veg,424
875,1463,Dream,Veg,344
876,3855,Rich,Veg,185
877,3119,Behind,Veg,170
878,2133,Strong,Non-Veg,368
879,1710,Fly,Veg,592
880,991,Single,Veg,279
881,711,Throughout,Veg,378
882,4305,May,Veg,248
883,39,Section,Non-Veg,105
884,1276,System,Veg,247
