order_id,customer_id,restaurant_id,order_date,order_status,payment_mode
247,1865,2432,2025-06-28,Delivered,COD
248,716,3585,2025-07-21,Delivered,COD
249,892,3810,2025-06-22,Delivered,Card
250,3808,811,2025-08-25,Delivered,UPI
251,501,1312,2025-12-07,Delivered,Card
252,2783,2796,2025-02-26,Cancelled,Card
253,2641,1895,2025-11-20,Delivered,Card
254,4503,3007,2025-02-21,Delivered,UPI
255,1354,4301,2025-03-23,Delivered,COD
256,703,2071,2026-01-14,Delivered,UPI
257,2334,2657,2025-01-28,Delivered,Card
258,2195,4135,2025-11-27,Cancelled,UPI
259,2010,4269,2025-03-07,Delivered,Card
260,384,4856,2025-06-24,Delivered,Card
261,2059,3485,2025-02-04,Delivered,COD
262,2324,414,2025-02-25,Delivered,Card
263,886,692,2025-06-03,Delivered,UPI
264,1592,2663,2025-10-03,Delivered,COD
265,4399,4118,2025-06-08,Delivered,COD
266,2252,2699,2025-04-23,Delivered,COD
267,4441,4310,2025-09-30,Delivered,COD
268,1784,920,2025-12-08,Delivered,COD
269,4922,907,2025-03-27,Delivered,UPI
270,4118,3211,2025-12-25,Delivered,Card
271,2584,3729,2025-07-13,Delivered,Card
272,1730,2720,2025-11-25,Delivered,Card
273,263,3667,2025-11-03,Delivered,Card
274,2632,4896,2025-04-23,Delivered,COD
275,3827,2365,2025-09-07,Delivered,Card
276,2431,793,2025-08-10,Delivered,Card
277,392,576,2025-07-21,Delivered,COD
278,2937,1728,2026-01-21,Delivered,COD
279,3673,3228,2025-04-15,Delivered,COD
280,540,3572,2025-05-04,Delivered,Card
281,1116,4187,2025-03-28,Cancelled,COD
282,884,3726,2025-08-22,Delivered,COD
283,4324,4857,2025-12-07,Delivered,UPI
284,2420,3367,2026-01-23,Delivered,UPI
285,1400,4866,2025-04-13,Delivered,Card
286,1577,1361,2025-07-24,Delivered,COD
287,2085,2049,2025-11-15,Delivered,Card
288,4787,2976,2025-12-03,Delivered,UPI
289,1536,3197,2025-03-21,Delivered,UPI
290,4754,1088,2025-10-05,Cancelled,COD
291,90,206,2026-01-01,Delivered,Card
292,4191,3487,2025-12-02,Delivered,UPI
293,1655,3316,2025-03-05,Cancelled,COD
294,1902,623,2025-09-15,Delivered,Card
295,2680,1678,2025-09-27,Delivered,COD
296,2171,3288,2025-09-30,Delivered,COD
297,366,3013,2025-05-18,Delivered,UPI
298,3961,3013,2025-12-03,Delivered,Card
299,2373,3638,2025-12-14,Delivered,UPI
300,519,2701,2025-03-29,Delivered,Card
301,4992,1872,2025-02-15,Delivered,Card
302,3711,79,2025-02-09,Delivered,COD
303,830,1477,2025-08-15,Delivered,COD
304,2634,4735,2025-10-20,Delivered,Card
305,271,3229,2025-11-20,Delivered,COD
306,2987,2336,2025-09-19,Delivered,UPI
307,3539,1726,2025-04-24,Delivered,Card
308,4565,1115,2025-08-13,Delivered,UPI
309,4815,161,2025-11-12,Delivered,COD
310,1008,1426,2025-08-22,Delivered,Card
311,2318,1734,2025-05-30,Delivered,COD
312,605,4416,2025-08-16,Delivered,UPI
313,4474,2412,2025-03-05,Cancelled,Card
314,177,3961,2025-03-13,Delivered,COD
315,2322,2523,2025-04-01,Delivered,UPI
316,1715,4862,2025-03-24,Delivered,UPI
317,637,602,2025-01-25,Delivered,COD
318,2624,2360,2025-06-28,Delivered,Card
319,4156,1556,2025-01-25,Delivered,COD
320,2779,4685,2025-04-08,Delivered,Card
321,3753,1521,2025-11-05,Delivered,UPI
322,661,2391,2026-01-11,Delivered,UPI
323,4366,906,2025-10-26,Delivered,UPI
324,3188,1651,2025-02-11,Delivered,COD
325,4341,1118,2025-01-29,Delivered,COD
326,4756,1525,2025-05-17,Delivered,COD
327,85,4268,2025-12-28,Cancelled,UPI
328,3671,4722,2025-02-07,Delivered,Card
329,907,3081,2025-11-27,Delivered,COD
330,3522,4778,2025-12-12,Delivered,COD
331,1876,3241,2025-04-19,Delivered,COD
332,3959,4407,2025-08-02,Delivered,UPI
333,2137,3802,2025-11-12,Delivered,Card
334,2597,1936,2025-05-29,Delivered,Card
335,854,3628,2025-07-21,Delivered,Card
336,507,4381,2025-03-30,Cancelled,COD
337,408,3710,2025-10-06,Delivered,COD
338,524,2543,2025-04-21,Delivered,Card
339,3051,4451,2026-01-14,Delivered,UPI
340,2398,200,2025-11-03,Delivered,Card
341,2900,2184,2025-04-20,Delivered,COD
342,328,2676,2025-06-02,Delivered,Card
343,1836,4037,2026-01-01,Delivered,Card
344,1310,3494,2026-01-10,Delivered,Card
345,4719,3973,2026-01-08,Delivered,UPI
346,2536,1365,2025-05-22,Delivered,COD
347,2042,1853,2025-06-28,Delivered,COD
348,2535,4438,2026-01-12,Delivered,Card
349,2193,3602,2025-09-27,Cancelled,COD
350,756,388,2025-04-20,Delivered,UPI
351,146,4100,2025-07-27,Delivered,Card
352,3823,4773,2026-01-20,Delivered,UPI
353,3575,1663,2025-02-28,Delivered,Card
354,1628,2459,2025-04-30,Delivered,Card
355,4924,213,2025-09-16,Delivered,Card
356,1859,4656,2025-02-27,Delivered,UPI
357,4723,558,2025-12-13,Delivered,COD
358,3599,2606,2025-09-11,Cancelled,COD
359,630,3120,2025-05-27,Delivered,COD
360,3167,3704,2025-10-09,Delivered,COD
361,3519,2692,2025-08-22,Delivered,UPI
362,4353,1995,2025-11-20,Delivered,COD
363,3915,475,2025-12-08,Delivered,COD
364,905,1768,2025-03-25,Delivered,Card
365,2618,42,2025-03-18,Delivered,UPI
366,2790,2652,2025-05-05,Delivered,Card
367,108,2096,2025-06-19,Delivered,COD
368,1043,3993,2025-12-05,Delivered,Card
369,1389,1987,2025-08-30,Delivered,COD
370,1677,3866,2025-10-04,Delivered,Card
371,4256,3658,2025-07-29,Delivered,UPI
372,4196,4824,2025-12-03,Delivered,Card
373,265,3518,2025-06-30,Delivered,Card
374,3822,2269,2025-07-13,Delivered,Card
375,2798,1645,2025-04-11,Delivered,Card
376,3121,940,2025-09-17,Delivered,COD
377,677,4439,2025-04-09,Delivered,Card
378,4895,3310,2025-01-26,Cancelled,UPI
379,3487,2986,2025-02-28,Delivered,Card
380,2707,4937,2025-09-15,Delivered,UPI
381,3970,2028,2025-11-21,Delivered,Card
382,608,3128,2025-08-03,Delivered,COD
383,3426,4990,2025-08-10,Delivered,UPI
384,2395,4134,2025-02-28,Delivered,UPI
385,2860,1365,2025-05-27,Delivered,Card
386,4897,851,2026-01-06,Delivered,COD
387,1161,231,2026-01-20,Delivered,COD
388,1848,2500,2025-09-30,Cancelled,UPI
389,4058,2305,2025-08-26,Delivered,Card
390,1492,2482,2025-10-22,Delivered,COD
391,2022,4305,2025-05-11,Delivered,COD
392,4599,3712,2025-05-06,Delivered,COD
393,3016,2904,2025-04-20,Delivered,Card
394,4567,3466,2025-12-09,Delivered,Card
395,2738,2769,2025-03-28,Delivered,UPI
396,2049,2893,2025-08-28,Delivered,Card
397,4206,2084,2025-07-06,Delivered,COD
398,3955,1239,2025-02-17,Delivered,UPI
399,894,2075,2026-01-12,Delivered,Card
400,1088,2066,2025-06-12,Delivered,COD
401,4852,630,2025-11-15,Delivered,COD
402,4149,3209,2025-03-19,Delivered,UPI
403,2310,4675,2025-04-19,Delivered,UPI
404,3601,903,2025-06-21,Delivered,Card
405,2934,1054,2025-07-13,Delivered,Card
406,2282,123,2025-08-01,Delivered,UPI
407,73,957,2025-05-11,Delivered,UPI
408,1381,987,2025-04-19,Delivered,COD
409,484,1252,2025-05-09,Delivered,Card
410,1030,4434,2025-08-01,Delivered,COD
411,3782,991,2025-07-23,Cancelled,UPI
412,4973,2321,2025-12-21,Delivered,UPI
413,3780,902,2025-08-12,Delivered,UPI
414,1832,2087,2026-01-11,Delivered,Card
415,4955,3993,2025-05-04,Delivered,UPI
416,2021,4522,2025-06-08,Delivered,UPI
417,779,4710,2025-07-27,Delivered,Card
418,3476,3581,2025-05-29,Delivered,UPI
419,4724,2803,2026-01-14,Delivered,Card
420,3278,2205,2025-05-01,Delivered,UPI
421,410,872,2025-08-12,Delivered,Card
422,1060,2825,2025-04-23,Delivered,Card
423,2310,2903,2025-11-20,Delivered,Card
424,1601,4731,2025-09-24,Delivered,Card
425,4988,2504,2025-06-11,Delivered,COD
426,4544,3404,2025-11-23,Delivered,Card
427,2234,2192,2025-11-04,Delivered,Card
428,1653,3883,2025-07-08,Delivered,Card
429,1298,4583,2025-12-07,Delivered,Card
430,352,3208,2025-02-20,Delivered,UPI
431,3223,3659,2025-11-11,Delivered,UPI
432,2432,3098,2025-02-09,Delivered,Card
433,465,3079,2025-04-21,Delivered,Card
434,2514,2639,2026-01-13,Delivered,COD
435,3167,3087,2025-06-28,Delivered,Card
436,2210,2947,2025-02-07,Delivered,Card
437,556,3472,2025-12-14,Delivered,Card
438,300,4303,2025-04-28,Delivered,UPI
439,3867,1625,2025-11-15,Delivered,Card
440,356,2958,2025-05-21,Delivered,Card
441,564,3288,2025-11-03,Delivered,COD
442,4010,1526,2026-01-16,Delivered,UPI
443,4889,1483,2025-02-18,Delivered,COD
444,1023,259,2025-03-02,Delivered,Card
445,1191,454,2025-05-08,Delivered,COD
446,3211,799,2025-10-09,Delivered,Card
447,1905,4471,2025-02-12,Delivered,Card
448,2037,2512,2025-02-21,Delivered,UPI
449,1027,4171,2025-12-16,Delivered,COD
450,256,242,2025-09-21,Delivered,Card
451,2419,1713,2025-11-15,Cancelled,COD
452,2564,4219,2025-01-30,Delivered,UPI
453,2952,2003,2025-07-09,Delivered,Card
454,270,3328,2025-08-30,Delivered,UPI
455,928,2282,2025-08-08,Delivered,COD
456,64,497,2025-08-07,Delivered,COD
457,4556,3112,2025-04-17,Delivered,COD
458,1043,727,2026-01-05,Delivered,Card
459,4189,1832,2025-03-11,Delivered,Card
460,4869,1822,2025-03-16,Delivered,Card
461,810,1817,2025-02-12,Delivered,UPI
462,2042,92,2025-03-10,Delivered,COD
463,3089,3433,2025-06-15,Delivered,COD
464,1647,1970,2025-08-01,Delivered,COD
465,4936,2385,2025-12-28,Delivered,UPI
466,488,3680,2026-01-16,Delivered,Card
467,3082,4609,2025-07-30,Delivered,UPI
468,1748,603,2026-01-03,Delivered,COD
469,749,428,2025-06-02,Delivered,COD
470,3838,2020,2025-11-05,Delivered,UPI
471,528,1457,2025-07-31,Delivered,Card
472,1168,7,2025-02-02,Delivered,Card
473,4650,2435,2025-02-10,Delivered,COD
474,4611,1374,2025-07-23,Delivered,UPI
475,3542,641,2025-02-25,Delivered,Card
476,4473,3763,2025-05-28,Delivered,UPI
477,3740,4006,2025-07-26,Delivered,COD
478,484,2231,2025-12-16,Delivered,COD
479,452,4661,2025-08-19,Delivered,COD
480,4070,3812,2025-07-21,Delivered,COD
481,4398,3307,2025-08-18,Delivered,Card
482,3134,446,2025-07-25,Delivered,COD
483,1774,3942,2025-04-14,Delivered,Card
484,999,4296,2025-12-04,Delivered,Card
485,2066,2996,2025-02-03,Delivered,UPI
486,398,513,2026-01-22,Delivered,COD
487,1804,990,2025-01-31,Delivered,Card
488,2152,1402,2025-11-21,Delivered,UPI
489,1947,1813,2025-04-18,Delivered,UPI
490,3718,546,2026-01-17,Delivered,COD
491,3416,2534,2025-02-10,Delivered,COD
492,1395,2010,2025-06-22,Delivered,UPI
493,4129,3433,2025-05-08,Delivered,Card
494,2422,4086,2025-08-03,Delivered,COD
495,3920,2216,2025-10-06,Delivered,UPI
496,3084,4986,2025-11-23,Delivered,UPI
497,2789,3666,2025-10-30,Delivered,Card
498,1845,828,2025-07-07,Delivered,Card
499,1805,2185,2025-12-20,Delivered,UPI
500,890,2163,2025-04-01,Cancelled,Card
501,2504,1276,2025-03-10,Delivered,COD
502,1894,1517,2025-12-18,Delivered,UPI
503,1667,1313,2025-12-14,Delivered,Card
504,4345,3524,2025-10-03,Delivered,Card
505,3066,516,2025-11-04,Delivered,Card
506,3642,4784,2025-05-03,Delivered,Card
507,3076,1020,2025-03-28,Delivered,UPI
508,1260,1296,2025-09-20,Delivered,Card
509,2221,1050,2025-09-30,Delivered,COD
510,2419,2341,2025-08-07,Delivered,COD
511,2839,1258,2025-03-23,Delivered,UPI
512,2797,2279,2025-07-15,Delivered,UPI
513,787,2986,2025-08-30,Cancelled,COD
514,3368,3870,2025-09-10,Delivered,COD
515,4936,1145,2026-01-06,Delivered,UPI
516,2448,4614,2025-01-31,Delivered,COD
517,3130,706,2025-01-27,Delivered,COD
518,1899,2425,2025-04-26,Delivered,UPI
519,4504,3572,2025-08-30,Delivered,UPI
520,3585,1935,2025-07-08,Cancelled,Card
521,4160,2485,2025-08-13,Delivered,Card
522,3950,1746,2025-03-14,Delivered,COD
523,2468,970,2025-04-01,Delivered,UPI
524,2194,2547,2025-03-04,Cancelled,Card
525,17,2648,2025-07-05,Delivered,COD
526,3023,778,2025-10-09,Delivered,COD
527,4994,1334,2025-02-13,Delivered,COD
528,1267,2118,2026-01-06,Delivered,COD
529,479,2389,2025-02-15,Delivered,UPI
530,4297,3104,2025-07-04,Delivered,COD
531,3978,3115,2025-02-06,Delivered,Card
532,3545,4214,2025-02-01,Delivered,UPI
533,4275,2937,2025-04-29,Delivered,COD
534,4549,4111,2025-04-01,Delivered,Card
535,486,1346,2025-08-20,Delivered,Card
536,4089,2042,2025-04-08,Delivered,UPI
537,4674,2675,2025-08-24,Delivered,UPI
538,338,1556,2025-09-02,Delivered,UPI
539,861,690,2025-02-18,Delivered,Card
540,2004,4870,2025-04-24,Delivered,Card
541,1472,3453,2025-06-24,Delivered,COD
542,2043,1535,2025-11-19,Delivered,UPI
543,3429,120,2025-03-04,Cancelled,UPI
544,3121,4160,2025-03-06,Cancelled,UPI
545,1520,4556,2025-06-05,Delivered,UPI
546,702,4055,2025-09-18,Delivered,Card
547,4389,2853,2025-12-29,Delivered,UPI
548,4036,1614,2025-09-04,Delivered,Card
549,3745,3034,2025-08-16,Delivered,Card
550,1174,2784,2026-01-17,Delivered,UPI
551,1606,2937,2025-06-08,Delivered,Card
552,1880,4064,2025-06-07,Delivered,Card
553,3394,3889,2025-10-10,Delivered,UPI
554,2125,3785,2025-03-10,Delivered,UPI
555,4992,2627,2025-06-12,Delivered,COD
556,4643,3545,2025-11-04,Delivered,Card
557,1447,1150,2025-03-18,Delivered,Card
558,3307,4803,2025-02-10,Delivered,COD
559,3402,1710,2025-12-07,Delivered,COD
560,3784,3159,2026-01-08,Delivered,UPI
561,2373,1367,2025-05-28,Delivered,COD
562,151,4050,2025-08-27,Delivered,UPI
563,1660,4491,2025-08-28,Cancelled,UPI
564,879,4580,2025-04-06,Delivered,UPI
565,2320,4762,2025-11-20,Delivered,Card
566,2884,456,2025-09-15,Delivered,Card
567,3996,4306,2025-03-26,Delivered,UPI
568,2416,4621,2025-12-16,Delivered,COD
569,1516,676,2025-05-31,Delivered,Card
570,3388,1002,2025-08-16,Delivered,Card
571,590,4072,2025-08-23,Delivered,COD
572,588,896,2025-06-05,Delivered,Card
573,2620,2355,2025-02-24,Delivered,COD
574,1196,3094,2025-04-28,Delivered,COD
575,4354,60,2025-11-20,Delivered,Card
576,2327,4482,2025-02-21,Delivered,COD
577,2606,2765,2025-03-15,Delivered,COD
578,2539,1795,2025-11-26,Delivered,UPI
579,566,3263,2025-05-01,Delivered,UPI
580,1757,2530,2025-08-25,Delivered,Card
581,4076,1943,2025-12-25,Delivered,COD
582,1361,3488,2025-06-01,Delivered,Card
583,2569,4892,2025-05-23,Delivered,Card
584,2374,4988,2025-06-17,Delivered,UPI
585,1196,3422,2026-01-04,Delivered,COD
586,2132,4697,2025-11-17,Delivered,Card
587,2889,4079,2025-12-30,Delivered,Card
588,1568,1374,2025-09-14,Delivered,UPI
589,3411,3554,2025-10-13,Delivered,UPI
590,2368,3673,2025-08-09,Delivered,UPI
591,3344,1083,2025-10-19,Delivered,Card
592,3098,4248,2025-10-20,Delivered,COD
593,1261,934,2025-03-21,Delivered,UPI
594,1334,2588,2025-09-15,Delivered,UPI
595,4329,4086,2025-11-21,Delivered,COD
596,4645,558,2025-10-07,Delivered,Card
597,3337,4714,2025-08-09,Delivered,Card
598,3085,4120,2025-09-23,Cancelled,COD
599,3388,1543,2025-09-03,Delivered,UPI
600,4714,2383,2025-01-25,Delivered,COD
601,2432,4099,2025-03-17,Delivered,Card
602,1017,1008,2025-03-22,Delivered,Card
603,642,1282,2025-06-10,Delivered,UPI
604,4063,4359,2025-06-06,Delivered,UPI
605,316,121,2025-07-30,Delivered,COD
